id,tag,title,content
1274c43d83084a39991c4ee40f7ead89,"[증상 및 진단 문의], 허리 통증, 일어서기, 걷기, 디스크, 수술
",허리가 갑자기 아파요,저 갑자기 허리가 아프네요\n일어서기도 힘들고 걷기도 힘들어서 지금은 누워만 있습니다.\n여기 저기 알아보니 디스크가 터진거라고 하는데 큰 병원 가면 바로 수술을 하자고 할듯하여\n혹 이 병원에서는 수술없이 치료가 가능 할런지 문의 드립니다.\n평소에 허리가 좋지 않다고 느낀 적은 없는데\n지금은 누워 있는것 만 가능....\n혹시 치료 가능할까요?\n큰 병원 가서 수술하고 치료 하기가 여건이 안돼서...\n답변 부탁드립니다.
14e75d0ac60042bc847b5a0172dbabae,"[치료 및 시술 문의], 측만증, 치료",측만증 치료는 어떻게 진행 되나요?,측만증 진단을 다른 병원에서 받았는데요???\n이 병원에서는 어떻게 치료를 하시는가요?
14eb77ba688149a086502ab17f97a7d0,"[증상 및 진단 문의], 측만증, 측만증 진단, 측만증 치료",측만증치료 해야 할까요?,안녕하세요\n초등학교 여자아이를 키우는 엄마 입니다.\n다름이 아니라 저희 아이가 다른 병원에서 측만증 진단을 받았는데 측만증을 치료 해야 하는건가요\n아이가 아직 초등학생이니 그냥 두면 되는건지 치료를 해야 하는지 궁금합니다.\n아이는 어릴때 부터 운동이라고는 택권도 말고는 한것이 없는데 왜 측만증이 생겼는지...\n측만증치료를 꼭 해야 하는 건가요?
1548f6da5fc2415994b343fa7fb6ae9c,"[증상 및 진단 문의], 허리 통증, 걷기 불편, 허리 시술, 수술, 입원
",허리 시술? 이라고 하던데 그게 뭔가요?  혹시 입원해야 하나요?,안녕하세요\n다름이 아니라 허리 시술 한다고 소개 되어 있던데\n허리 어떤 시술을 하시는지 혹시 입원도 해야 하는 건가요\n제가 허리가 안좋아서 걷는것도 조금 불편한데 이런것도 치료가 가능한가요?\n혹시 입원해야 하고 그런건지 궁금합니다.\n수술 같은건가요?\n답변 부탁드립니다.
1605078f7be1427faabb5aeee9b71ca4,"[증상 및 진단 문의], 허리 통증, 다리 저림, 혈액 순환, 다리 저림 치료, 허리 문제
",허리가 아프고 다리가 저린감이 있어요...  치료 가능 할까요?,평소에 조금만 걸어도 허리아래쪽이 아프고\n가만히 있어도 다리가 저린감이 있어요\n혈액 순환이 안돼서 그런가 하고 혈액 순환제를 사서 먹어도 봤는데 효과가 없어요\n아는 지인분이 허리가 안좋으면 그럴수 있다고 하던데...\n진짜 허리가 문제인지 궁금합니다.\n다리저림이 치료 가능 한지도 궁금하구요\n답변 부탁 드립니다.
1a089c4ad79946eab59831395e2afc27,"[증상 및 진단 문의], 오른쪽 어깨, 날개뼈 부근",오른쪽어깨 날개뼈 부근,Content not found.
1a706daa3500462b9b5c328ae46aa3cd,"[생활관리 및 기타 문의], 체형교정",체형교정,Content not found.
1afe7e1bf8fc4e8fa932aadbdf653c01,"[치료 및 시술 문의], 프롤로치료, 팔꿈치 통증",프롤로치료 하나요?,프롤로치료 가능한가요\n가능하다면 팔꿈치에도 프롤로치료가 가능한가요?
1b6ef71922fc4d5b8a042b7c38fa5f80,"[예약, 진료, 비용 문의], 손목 통증, 치료, 비용",손목 통증 문의,안녕하세요\n제가 손목 통증으로 요즘 고생하고 있는데 치료를 받고 싶은데요\n이 병원에서는 어떤 치료를 하는지 궁금합니다.\n혹시 비용도 알수 있을까요?
1bb32138b89e431fab8b5a37064f2e8a,"[생활관리 및 기타 문의], 감기, 수액
",감기 수액 가능한가요?,혹시 감기 때문에 수액을 맞고 싶은데 가능할까요?
1d7d03c3c4e446979705be5029539c28,"[증상 및 진단 문의], 두통, 아침 두통, 오후 두통, 약물 불응성 두통",두통이 자주 심하게 찾아온느데 치료 가능 할까요?,안녕하세요\n20대 여자 이구요 평소에 두통을 달고 살다 시피 하고 있습니다.\n어떤 경우에 찾아 오는건 아니구 아침에 일어나서 컨디션이 좀 별로라던가\n잘 지내다가 오후에 갑자기 두통이 찾아 오곤합니다.\n한번 찾아온 두통이 잘 잦아들지도 않고\n약을 먹어야 겨우 진정되건것이\n최근에는 약을 먹어도 별 효과가 없습니다.\n혹시 이런 경우에도 치료가 가능할까요?
1e4bfe3c40ce411090e75a0b029cfb1a,"[치료 및 시술 문의], 허리 통증, 허리치료, 비용",허리치료 어떻게 하나요?,여기 병원은 어떻게 허리치료를 하나요\n허리가 아파서 다른 병원에서 몇번 치료를 받아 봤는데 그때 뿐이라....\n어떤치료를 어떻게 하는지 궁금합니다.\n혹시 비용도 알수 있을까요?
2039e21f3553464986c733fe8d1cad75,"[증상 및 진단 문의], 척추분리증, 전방전위증, 허리 통증, 장시간 걷기, 안아있기, 도수치료, 운동치료",척추분리증 전방전위증도 도수로치료가능한가요?,척주 분리증에 의한 전방전위증이 약간있다고\n타병원에서 알게되었는데 지금 한달정도되었습니다 심한통증은 침상안정으로 괜찮아진거같은데 아직 오래안아있거나 장기간 걸으면 통증이있어욤ㅜ\n이것두 도수치료로 가능한가요?\n그리구 운동치료라는것은 실비가 안되는건가욤?
21bd7ea28b364d49a43caac547bb2018,"[생활관리 및 기타 문의], 자세 교정, 어깨, 어깨 내려감",자세 교정 질문 입니다.,안녕하세요\n다름이 아니라 자세교정을 받고 싶은데 부산 동래쪽에 알아 보다 연락 드립니다.\n다른 사람들이 저의 자세가 이상하다고 하도 말들이 많아서요\n왼쪽 어깨가 많이 내려가 보인다고 하는데  이런것도 교정이 가능할까요?
26a10b0723f744428e7cc1fcb5d3af60,"[증상 및 진단 문의], 왼팔 통증, 웨이트 운동, 힘 빠짐",웨이트 밀기운동시 왼팔이 힘을 쓸 수가 없습니다,Content not found.
29c8af4c9fbc45ff8fad21acd9057a30,"[증상 및 진단 문의], 대상포진, 통증, 약물 치료",대상포진 치료 하나요?,안녕하세요\n혹시 대상포진 치료도 가능 한가요?\n다른 병원에서 대상포진이라고 하는데 약을 먹어도 많이 아파서요\n대상포진 치료 여부 알려주세요
2b7a78584f714fe79c6a84e5b2bff711,"[증상 및 진단 문의], 어깨 통증, 오십견, 수술",어깨가 아픈데 치료 가능 할까요,안녕하세요 40대 여성입니다.\n얼마전 아깨가 아파서 한의원에 갔는데 오십견이라는 소견을 듣고 치료를 했는데\n차도가 없어요 혹시 여기서도 치료 가능한가요?\n오십견이면 수술을 해야 하나요?
2c6b92985c814e6095976e6cb28649eb,"[생활관리 및 기타 문의], 성장 클리닉, 성장, 키",성장 클리닉 상담 받고 싶은데....,저희 아이의 키가 고민 입니다.\n인터넷 보고 궁금한 점이 있어서요\n성장클리닉을 다니면 키가 실제로 크는건가요\n어떤식으로 키를 크게 하는거죠?
2df993d1007149eda9a1b2154a556695,"[치료 및 시술 문의], 측만증, 성인 측만증, 치료, 비용",측만증 문의,측만증 치료에 관해서 문의 하는데요\n혹시 성인 측만증도 치료 가능한가요?\n다른 곳에서 치료를 받고 있는데 썩 나아 지는 것 같지 않아서요\n여기 병원에서는 어떻게 치료를 하고 비용은 얼마 인지 궁금합니다.
2f1691e0a72d4e7eb2e742ebe35eae6f,"[증상 및 진단 문의], 허리 통증, 잦은 통증, 허리 불편",허리 치료 가능한가요,최근들어 허리가 자주 아픈데 치료 가능 할까요?\n예전에는 아파도 하루 정도 지나면 괜찮아 졌는데 지금은 자주 통증이 있습니다.\n사무실에서 근무 하는 사람인데 허리가 이렇게 아프니 불편해서\n치료 비용과 치료 방법을 알고 싶은데 가능할까요?
2f75bff60049431fa4a224f175b68821,"[생활관리 및 기타 문의], 운동 선수, 축구 선수, 운동선수 클리닉",아이가 운동 선수 입니다.,안녕하세요\n저희 아이가 축구 선수를 하고 있는데요\n운동선수 크리닉이 있던데...\n어떤것을 가는 건가요?
3088d910ded24c67ab8c1634737478f9,"[증상 및 진단 문의], 양발바닥힘줄염, 발목인대염증, 바깥쪽 발목",양발바닥힘줄염과 양측 바깥쪽 발목인대 염증,Content not found.
318da586a9e44577b38474212a82c0f0,"[증상 및 진단 문의], 허리 통증, 걸을 때 허리 통증, 고등학생, 치료 가능성",조금만 걸어도 허리가 아파요 ㅠ.ㅠ,"안녕하세요\n다름이 아니라 저희 아이가 저랑 조금만 오래 걸으면 허리가 너무 아프다고 합니다.\n여자 아이라서 허리가 아프다고 하니 신경도 많이 쓰이고\n제일 아쉬운건 저랑 쇼핑을 같이 하고 싶어도 조금만 걸으면 허리가 아프다고 하니 쇼핑도 마음놓고 하지 못해요\n평소에는 특별히 허리가 아프다고 하지 않는데 조금만 오래 걸었다 하면 허리가 아프다고 하네요\n어린(고등학생 이지만..  ^^)애가 조금 걸었다고 허리가 아픈게 왜 그럴까요  ㅡ,.ㅡ\n혹시 치료를 해야 하나요 이런것도 치료가 가능할까요?\n답변 부탁드립니다."
33f9cfde61d84715b7fad8370091a381,"[증상 및 진단 문의], 손목 통증, 손목 치료, 주사 치료, 모유수유",손목 치료 가능한가요?,안녕하세요 손목치료 때문에 물어 볼게 있어요\n제가 얼마전에 출산을 하였는데 애기를 보다 보니 손목이 많이 아파서요\n지금 모유수유 중인데 주사치료를 해도 될런지 혹시 주사치료 말고 다른 치료로 손목 치료가 가능한지 궁금합니다.\n답변 부탁 드립니다.
360f3a84da114980ab29fbb600aab330,"[증상 및 진단 문의], 전신통증, 목 통증, 어깨 통증, 등 통증, 허리 통증, 골반 통증",30대 여성입니다. 전신통증이 있어요 ㅠ.ㅠ,"안녕하세요 30대 여성 입니다.\n목, 어깨, 등, 허리, 골반 등 전반적으로 아파요 ㅠ.ㅠ\n다른 병원가서 치료도 받아 보고 해보았지만 그때 뿐이고 몇일 지나지 않아 다시 통증이찾아 옵니다.\n치료 가능할까요?"
368fa699740949fa97def0acea82fbeb,"[치료 및 시술 문의], 연골 DNA주사",연골 DNA주사,Content not found.
3730a3152f9b4576a855d6502265a551,"[증상 및 진단 문의], 무릎 통증, 앞쪽 무릎, 무릎 부위, 운동",운동선수를 둔 부모입니다.,안녕하세요\n아이가 축구선수로 활동하고 있는 부모 입니다.\n최근들어 아이가 무릎근처가 아파다고 합니다.\n다른 병원에 가서 검사를 받아 봐도 특별한 이상이 없다고 하고\n아이는 무릎이 아프다고하고(특히 앞쪽 무릎 약감 밑에...) 합니다.\n운동을 못할정도는 아닌데 계속 신경이쓰인다고 합니다.\n혹시 이런것도 치료가 가능할까요?
37e2102272844aef812254ca11fffc67,"[증상 및 진단 문의], 측만증, 허리 통증, 도수치료, 카이로프랙틱, 필라테스",성인 측만증 문의 입니다.,"성인 측만증 문의 드릴려구 하는데요\n20대 여성입니다.\n측만증 때문에 고민이 있습니다.\n여러 병원에서 측만증때문에 치료를 받아 보았으나 별 차도가 없습니다.\n현재 측만증 진단을 받고 도수치료, 카이로치료, 필라테스 등 측만증을 치료 하고 좋다고하는 것들을 여러가지 해보았으나\n치료를 할때만 잠깐 좋아 지는 느낌이 들고 다시 돌아 옵니다.\n측만증 치료 어떻게 해야 할까요?\n여기 병원도 측만증 특화의원? 이라고 하던데 치료가 가능할까요?\nㅡ.,ㅡ"
39d5fc46be72458aa88565d51fc3743b,"[증상 및 진단 문의], 측만증, 어깨 비대칭, 자가 검진",대학생 인데요 측만증 검사 어떻게 해요?,지금 대학생인데요\n측만증 검사 어떻게 하는건가요?\n주위 친구들이 어깨가 비대칭이라고 하는데...\n저는 잘 모르겠거든요?\n자가 검진법 이나 혹시 증상 같은게 있나요?
3a164731cf334ce2a0ebde31571d5c6e,"[증상 및 진단 문의], 어깨 통증, 스테로이드, 스테로이드 부작용, 스테로이드 없이 치료",스테로이드 사용 문의,혹시 치료시에 스테로이드를 사용 하나요?\n주위에서 스테로이드 사용 부작용을 하도 많이 들어서\n제가 어깨가 아픈데 누구는 스테로이드를 맞아도 된다\n스테로이드 말고 치료 하는게 좋다\n어떤게 좋은지 모르겠는데 일단 스테로이드 안쓰는 곳으로 알아 보고 있어서요\n스테로이드 없이 어떻게 치료를 하는지도 궁금합니다.
3aee5dc474bd4ed19df035ed39c123db,"[증상 및 진단 문의], 두통, 머리 통증, 투통",아이가 계속 두통을 호소 하는데 진료 가능 할까요?,"안녕하세요 초등학교에 다니는 남자아이를 기르고 있는 부모 입니다.\n몇일 전부터 아이가 계속 머리가 아파다고 합니다.\n큰병원에 가서 MRI, CT 등의 검사를 받아 보았으나 아무 이상이 없다고 하는데\n아이는 계속 투통을 호소 합니다.\n지인중에 이 병원에서 비슷한 증상으로 치료를 하고 괜찮아 졌다고 하는 우리 아이도 치료 가능한지?"
3b74d686ce5f454080f035d1ce809e02,"[증상 및 진단 문의], 측만증, 척추 휘어짐, 필라테스, 운동",측만증에 필라테스가 좋다고 하던데....,측만증에 필라테스가 좋다고 하던데 해도 될까요?\n20대 여성입니다.\n고등학교 다닐때 척추가 휘어져 있다고 들었는데 이게 측만증이 맞는건가요?\n측만증에 필라테스가 좋다고 하던데 필라테스 운동을 해도 될까요?\n운동을 시작할려고 하는데 이왕이면 측만증에도 좋은 운동을 하고 싶어서 문의 드려요
3cf581a4c7c142d3bbf8bbf1249049c4,"[증상 및 진단 문의], 허리 통증, 수술 권유, 비수술적 치료, 수술",비수술적 치료 하고 소개 되어 있던데 어떤 치료를 하는건가요?,안녕하세요 허리가 아파서 다른 병원에서 수술을 권유 받은 사람입니다.\n비수술적 치료를 한다고 해서 문의 드리는 데요\n다른 병원에서 수술을 권유 받았는데도 비수술적으로 치료가 가능 할까요?\n참고로 저는 40대 초반의 남자 입니다.\n다들 허리 수술은 안하는게 좋다고 말하기도 하는데 병원에서는 수술을 해야 한다고 하고...\n어떻게 해야 할까요?
3ede8f0e337f493a9ae30eff30fbca17,"[증상 및 진단 문의], 날개뼈 통증, 날개뼈 근처 통증
",날개뼈 근처 통증,안녕하세요\n다름이 아니라 최근에 날개뼈 근처가 많이 아파서 고생하고 있는데요\n이런곳도 치료 가능할까요\n운동을 하고 있는것도 아닌데 왜 이쪽이 아픈지 모르겠네요\n치료가능한지 혹 왜 아픈건지 알수 있을까요?
3f08baadeb6f420aa9e39a4f79d5805a,"[증상 및 진단 문의], 측만증, 주요 증상, 증상",측만증의 주요 증상이 있나요?,혹시 측만증이 있는 경우 주요 증상이 있나요\n어떤 증상이 나타 나는지 궁금하네요
400462c51ea74e6ca9a2c73b4b95efa2,"[증상 및 진단 문의], 허리 통증, 등 통증, 엉덩이 통증, 검사, 치료
",아이가 허리가 아파다고 하는데 치료 가능할까요?,저...  아이가 계속 허리가 아파다고 하는데..\n아프다 안아프다 하기도 하고 등이 아프다고 하기도하고\n어떨때는 엉덩이 밑에가 아파다고 하기도 합니다.\n아이가 아프다고 하니 걱정이 되는데 어디를 가서 검사하고 치료해야하는지 몰라서 글을 남깁니다.\n혹시 이런경우도 검사 및 치료도 가능한지....
4038bfde01a7419ba573617fbf86ccc1,"[치료 및 시술 문의], 도수치료, 허리 통증, 주사 치료",도수치료 가능한가요?,도수치료 가능한가요?\n허리가 아파서 그러는데...\n주사 치료만 하는건가요?
431968130cb5449f89724f9eef03637b,"[예약, 진료, 비용 문의], 대상포진 예방접종, 대상포진",대상포진 예방접종 비용 문의,여기 병원에서도 대상포진 예방접종 하나요?\n한다면 비용과 어떤 약을 쓰는지 궁금합니다.\n빠른 답변 부탁...
4455e27b6b114582a4cd62f9a1bdbf0f,"[생활관리 및 기타 문의], 감기, 감기약, 처방
",감기약 처방 가능 한가요?,혹시 감기약도 처방 가능한가요?\n이병원 진료 시간을 보니 늦게 까지 하시는거 같은데..\n제가 직장을 다니다 보니 늦게 마치는 경우가 많아서 그러는데\n감기약 같은 것두 처방이 가능한가요?
46f9c1b5a6cb459b8f5b9aea6aaaf406,"[증상 및 진단 문의], 측만증, 의심, 학교 신체 검사",저희 아이가 측만증 진단을 받았는데 치료 안하면 어떻게 되요?,저희 아이가 학교 신체 검사에서 측만증이 의심 된다고 나왔거든요?\n아이는 특별히 아픈곳이 없다고 하는데 그냥 있으면 어떻게 되나요?
47ae4e1bfbc64a1589e500335f4d7abe,"[예약, 진료, 비용 문의], 측만증, 치료 시간",측만증 치료 시간은 얼마나 결려요?,측만증 치료를 하게 되면 시간은 어떻게 걸리나요?\n직장인인데 치료 시간이나 뭐 요일 같은게 궁금한데요?
49516d1ebbb94fbba4c31a6666ab7e52,"[증상 및 진단 문의], 턱관절통증
",턱관절통증,Content not found.
4971420d1c334489999d66ed61c5a933,"[치료 및 시술 문의], 무릎, DNA 주사, 치료, 시술",무릅 dna주사도 가능합니까,무릅 dna주사 치료도 시술합니까.
4a41d08180664985ab462409fe34fe80,"[증상 및 진단 문의], 측만증, 측만증 치료, 측만증 검진, 교정 치료, 수술
",학생 측만치료 문의,안녕하세요 초등학교 6학년 여자애를 키우고 있는 엄마입니다.\n다름이 아니라 아이가 학교에서 검진? 그런걸 받았는데 측만증이라고 해서요\n측만증이 먼지는 찾아 보기는 했는데 교정 치료 또는 수술도 이야기가 있어서\n겁이 나내요\n부산에서 측만증 치료 가능한곳 알아보다 연락 드립니다.\n측만증 치료 가능할까요?
4ab6047d1943431a8801d25529fec787,"[증상 및 진단 문의], 다리 통증, 운동, 축구, 달리기, 운동 선수, 중학생",운동하는 아이를 두고 있습니다.,안녕하세요\n축구하는 아이를 두고 있는 부모 입니다.\n아이가 축구선수인데 다리가 아프다고 합니다.\n다른 병원에 가서 여러가지 검사를 해보아도 아무런 이상이 없다고 하는데...\n아이는 아파서 운동을 할때 집중을 할수 없다고 합니다.\n달리기를 할때도 아파다고 하고 스피드도 떨이지구\n무슨 이유인지라도 알면 좋을텐데....\n아이가 중학생이라 이제 와서 축구를 그만두게 하는것도 그렇고\n아이가 워낙 운동을 좋아해서 답답한 마음에 글을 써봅니다.\n이 병원에서 운동 선수 클리닉도 하던데...\n혹시 원인이라도 알수 있을까요\n정말 답답합니다.
4c403c95eba946acbc0361ce737b9364,"[증상 및 진단 문의], 측만증, 측만증 진단",측만증 이라고 하는데 치료 받으면 나아 지나요?,검진을 통하여 측만증이 있다고 진단을 받았는데요\n특별한 증상은 없구요\n참고로 20대 중반 여성 입니다.\n측만증 치료를 받아야 할지 그냥 있어도 되는지 궁금합니다.\n현재 측만증 때문에 불편하다던가 어디가 아픈건 없는데 치료를 해야 할까요?
4cf9f450091f4d62a790130151ff5f96,"[증상 및 진단 문의], 연골 연화증
",연골 연화증,Content not found.
4d13db183516440fb1bba785005e800c,"[예약, 진료, 비용 문의], 김영환 원장, 진료 시작, 예약",김영환 원장님 진료,안녕하세요\n우선 김영환 원장님께서는 저희 병원에서 2019년 1월 3일 부터 진료 시작 하십니다.\n벌써부터 예약을 많이 하시네요\n방문 전 전화로 예약 부탁 드립니다.
4ed2b62a60ab4b5da9b174bec9be831e,"[증상 및 진단 문의], 측만증, 허리 통증, 측만증 진단, 허리 통증",측만증 검사를 받아 본 사람 입니다.,여자 아이 중학생 입니다.\n얼마전 측만증 검사를 받아 보고 측만증 진단을 받았는데 치료를 해야 한다는데....\n어떤 병원을 선택 해야 할지....\n여기 병원에서는 어떤 치료를 하는건 가요\n참고로 아이가 계속 허리가 아프다고 해서 검사를 받아 본 상황입니다.
4ff518cd467f429c9300933b7d38ce4e,"[증상 및 진단 문의], 자세 교정, 체형 교정, 통증
",자세교정/체형교정/통증,Content not found.
504b4eb3364c4565962de98a1f46d259,"[치료 및 시술 문의], 허리 디스크, 수술, 치료, 생활 통증",허리 디스크 치료 어떻게 하나요,허리 디스크 판정을 얼마전에 받았는데요\n여기 병원에서는 어떻게 치료를 하나요\n사진을 찍은 병원에서는 수술 여부를 저보고 하라는 식으로 말씀 하셔서\n수술을 해야 하는지 안해도 되는지 고민이 많이 있습니다.\n일하는 것에는 괜찮은데 생활할때 한번씩 힘들때가 있어서 고민이 많네요\n수술 하는게 나을지 안해도 되런지 정말....\n병원에서 저보고 알아서 하라고 하니 답답하기만 하네요\n그래도 수술보다는 치료가 좋겠죠?\n답변 부탁 드립니다.
50c448564b144998b34f79b6124f78d4,"[증상 및 진단 문의], 런데이, 무릎 통증, 보행 이상",런데이 후 무릎통증이 생겨서 문의드립니다,최근 런데이를 시작한 대학생입니다.\n시작 전 충분한 스트레칭을 실시했는데도 뛰고나서도 무릎이 계속 아프네요ㅠㅠㅠ\n평소 걸음걸이가 좀 이상하다는 얘기를 들은적도 몇번 있긴한데...뭔가 잘못된거 같긴한데 ㅠㅠㅠ\n방문해도 괜찮을까요??
51440fa7314141738f3428d62df20ef3,"[증상 및 진단 문의] 목 디스크, 팔 저림, MRI, CT, X레이, 수술, 수술없이 치료",목 디스크 수술 해야 할나요?,"저 병원에서 목 디스크 수술을 하자고 하는데 수술 해야 할까요\n팔저림이 항상 있어서 병원갔더니 검사하자고 해서 MRI, CT, X레이 등 검사하고\n의사선생님 만나봤는데 목 디스크라고 수술 하자고 하시는데\n솔직히 겁도 나고 수술하는게 맞는건지 정말 수술하기 싫은데 수술을 해야할까요\nㅠ.ㅠ\n겁나서 여러곳을 찾아 보니 수술해야 한다는 곳도 있고 하지 말라는 곳도 있고 한데\n어떻해 하는게 좋을지 몰르겠어요\n여기 병원에서 수술없이 치료를 한다고 해서 문의 드립니다.\n수술 안하는 방법 없을까요?"
52bb90f438c34e2197999f1ddb787655,"[증상 및 진단 문의], 허리 통증, 허리 수술, 움직임 제한, 삐끗한 허리, 수술적 치료, 비수술적 치료, 입원, 휴식",허리 수술해야 될까요?,안녕하세요\n최근에 허리가 아파서 병원에 갔더니 수술을 하자고 하더라구요\n평소에 허리가 가끔 아픈 경우가 있었는데 최근 일을 하다가 삐긋 하는 일이 있었는데 움직은게 너무 힘들더군요\n그래서 집근처 병원에 갔더니 수술 이야기 부터 하던데 수술은 제가 좀...\n허리 수술을 하지 말라고 말도 많이 들어서\n형편상 일을 쉴수도 없어서 수술하게 되면 입원도 해야 하고 수술없이 치료를 할수 있나요?\n수술은 안하고 싶은데\n좀 쉬면 괜찮아 질런지도 궁금합니다.\n답변 부탁 드립니다.
52c80deeddd74ae797050f5016ced8ed,"[증상 및 진단 문의], 손가락 통증, 손목 통증, 주사 치료, 주사, 치료, 통증",손가락이랑 손목 치료 어떻게 하나요? 주사는 무서워서 ㅠ.ㅠ,손가락이랑 손목이 아픈데 꼭 주사 치료를 해야 하나요?\n주사치료가 무섭기도 하고 아플것 같아서 주사는 맞기 싫은데...\n주사 없이 치료가 가능할까요?\n치료가 가능하다면 어떤 치료를 하는지도 궁금합니다.\n주사 무서워요  ㅠ.ㅠ
537b394a03e149e18221e2559957b3e9,"[증상 및 진단 문의], 다리 통증, 다리 저림, 전기통증, 묵직함, 허리 문제, 디스크, 수술
",다리가 아파요 ㅠㅠ,"저 혹시 다리가 많이 아픈데 치료 가능한가요\n사실 최근 한의원에서 치료를 받았는데 썩 나아지는것 같지 않아서....\n증상은 다리가 저리듯이 아프고 한번씩 전기가 통하는듯한 느낌이 들고....\n묵직한 느낌?  뭐 대충 이런 느낌인데 치료 가능할까요?\n한의원에서는 허리 문제때문이라고 하는데 허리를 치료 해도 썩 나아지는 느낌은 없어서요  ㅡ,.ㅡ\n인터넷을 좀 찾아 보니 디스크 이야기도 있고 수술 이야기도 있던데.... 수술은 무서워서요\n치료 가능할가요?"
