Title,Source,Question,Question Link,Question Author,Question Date,Answer,Answer Link,Answer Author,Answer Date
체외충격파 치료 하는가요?,,"안녕하세요
다름이 아니라 타지역에서 체외충격파 치료를 받고 있었는데
부득이 하게 이사를 하게 되어서요
이병원에서도 체외충격파 치료를 하시는지?
참고로 팔꿈치를 치료받고 있었습니다.",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=676&page=7,황소희,12-05,"안녕하세요 온누리통증 입니다.
우선 답변 부터 그리면 저희 병원도 체외충격파 치료를 진행 하고 있으면
원장님 께서 직접 충격파를 시행 하고 계십니다.
팔꿈치쪽을 충격파로 치료 받고 있으셨다고 하시는데
일단 받고계시던 치료를 계속 진행 할지 아니면 다른 치료를 진행 할지는 환자분의 상태를 원장님께서 정확히 보신 후 결정
해야 할듯 합니다.
팔꿈치 치료의 경우 충격파 치료가 아닌 다른 방법으로도 치료가 가능하므로 내원하시여 원장님과 상담을 받아 보시기 바랍니다.
감사합니다.
예약문의 : 051-714-1831
내원전 예약 부탁드립니다.",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=680&page=7,관리자,12-06
측만증 치료 가능한가요?,,"안녕하세요 측만증치료에 대해서 궁금한게 있어서 문의 드립니다.
20대 중반 여자 입니다.  측만증이 있다고 진단을 받고 다른 곳에서 치료를 받아 보고 했는데...
필라테스가 측만증에 좋다고 해서 필라테스도 받아보고 했는데 영~~~ 나아지지아 않아서....
측만증 그냥 두고 생활하면 안돼는 건가요
이거 고처 보겠다고 열심히 한다고 했는데 그대로 인거 같아서....
그냥 이대로 괜찮은건지 궁금합니다.",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=658&page=8,민정,12-27,"안녕하세요 온누리통증의원 입니다.
문의 주신 내용을 확인하였습니다.
결론부터 말씀드리면 현재의 나이에서 측만증에 의한 통증이 발생하지 않은것으로 판단 됩니다.
하지만 측만증의 경우 당장의 통증은 없더라도 차후 측만증으로 인한 합병증 등이 나타날수 있는 확률이 높다는점을 말씀드리고 싶은데요
측만증의 경우 척추 정렬이 부정확한 경우 이므로 차후 정상적인 모양을 갖춘 이들 보다는 좀더 높은 확률로 척추 협착증 및 디스크가 발생할 가능성있으며
측만증의 병변이 더 많이 진행 될수되 있습니다.
현재의 외형적인 모습이 어떤지는 모르겠으나 차후 혹시 측만증이 더 많이 진행될 경우 외형적인 모습 또한 병형 될수 있다는점을 인지 하시는것이 중요 할듯 합니다.
또한 문의 지신분의 나이를 참고하였을 경우 측만증을 개선 하기에는 많은 노력과 시간이 걸를것으로 판단 됩니다.
측만층 치료의 경우 가장 효과 적인 방법은 성장기때 치료를 진행하는것이 가장 좋습니다.
그런점에서 볼때 시기가 조금 늦으 것으로 판단되오나 성인의 경우도 보인의 노력으로 차츰 나아지는 경우도 있습니다.
단, 앞서 말씀드린대로 본인의 상당한 노력이 필요하다는점 꼭 숙지 하시기 바랍니다.
저희 병원의 경우 정상적인 척추 모습으로 가기위한 노력 뿐만 아니라 차후 나타날수 있는 통증을 예방하기 위해 최선의 노력을 기울이고 있습니다.
더욱 자세한 상담을 원하신다면 내원하시여 원자님과 상담을 진행해 보시길 권해드립니다.
내원을 원하실 경우 예약 부탁드립니다.
051-714-1831(초진 예약 가능합니다.)",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=662&page=8,관리자,12-27
오른쪽 다리가 찌릿하게 전기가 통하는거 같은 느낌 인데 이것두 치료 가능한가요?,,"안녕하세요
어제 부터 다리가 찌릿하게 전기가 오는 느낌이 나는데... 치료 가능할까요
한번씩 이런 느낌이 나는데 치료를 해야 하나 말아야 하나 ^^;;;;
통증병원에 가는게 맞는건지...
답변 부탁드립니다.",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=674&page=7,선우,12-05,"안녕하세요 온누리통증 입니다.
문의 주신 다리쪽 통증에 대한 답변을 드립니다.
일단 말씀하신 증상만으로 판단 하자면 음~~~ 허리 신경 자극에 의한 방사통 으로 판단됩니다.
이런 증상이 장기간 지속 된다면 하지 신경에 결고 좋은 영향을 준다고 말씀드리기 어렵습니다.
하여 빠른 시간내에 병원을 방문 하시여 발생하고 있는 증상을 개선 할것을 권해드립니다.
오래 지속된 신경통의 경우 장기간의 치료가 필요하수도 있고 좋지 않은 경우 신경에 문제가 발생하수 있는바
병원에 내원하시여 검사 및 치료 하시길 권해드립니다.
물론 저희 병원에서도 검사 및 치료를 할수 있습니다.  ^^
문의 주신 내용으로는 빠른 시기에 병원에 내원 하시길 권합니다.
감사합니다.
예약문의 : 051-714-1831
내원전 예약 부탁 드립니다.",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=678&page=7,관리자,12-06
견갑골 통증 치료 가능 한가요?,,"최근 들어 견갑골 통증이 너무 심한데  치료 가능 할까요?
견갑골 이 왜 아픈지 모르겠는데 잘때도 불편하고  평소 생활하는것도 많이 불편하네요
치료 가능 한거죠?",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=673&page=8,선영,12-05,"안녕하세요 온누리통증입니다.
문의 주신 견갑골 통증 치료는 가능합니다.
견갑골 통증의 경우 원인은 다양하게 발생할수 있습니다. 만 대표적으로 견갑골 통증이 심하신경우
목(경추) 치료를 함께 진행하시면 많은 도움이 되는 경우가 많습니다.
견갑골 통증의 경우 견갑골 근육을 과도하게 사용하여 발생하는 경우가 많이 발생하나 일상생활에서
견갑골 근육을 많이 사용하는 경우는 드문 경우 입니다. 하여 흔히 견갑골 통증이 발생하는 경우
대부분 경추(목)의 과도한 긴장 또는 경추근육의 수축으로 발생하는 경우가 많으므로 견갑골 통증치료는
경추와 함께 치료를 권해드리고 있습니다.
견갑골 통증의 치료 방법에는 주사치료, 체외충격파 치료, 도수치료, 물리치료 등 다양한 방법으로 치료를 진행하며
환자분의 증상에 따라 치료 방법이 달라 지는바 내원 하시여 원장님과 상담을 받아 보시길 바랍니다.
문의 내용에 충분한 답변이 되었기를 바랍니다.
예약 문의 : 051-714-1831
내원전 예약 부탁드립니다.",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=677&page=8,관리자,12-06
5월29일 정상진료 합니다.,,"안녕하세요 온누리 통증의원 입니다.
이번 5월 29일 임시 공휴일 저희 병원은 정상 진료를 시행합니다.
당일 원내 주차는 불가능 하며 롯데백화점 뒷 편 고려주차장을 이용하시면 됩니다.
감사합니다.",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=672&page=8,관리자,05-23,No answer,N/A,N/A,N/A
가슴통증,,"안녕하세요 제가 금욜저녁에 퇴근후부터 이미지에 빨간점 위치(가슴골정중앙 평평한곳)에 통증이 있었습니다.
그때는 기침을 하거나 하면 먼가 거슬리는 정도 그래서 그주위를 찾아 누르면 통증이 있었어요.
그런데 점점 그 통증이 커져서 가슴앞이 전체 욱신거리는 통증이 심한 느낌이예요.
제가 그 전에 달리 부딪히거나 무리한거도 없는데 갑자기 자고나니 아프더라구요
그전에 조금 의심스러운 부분이 있다면 잔기침을 계속 한달가량했는데 기침할때마다 지금 통증이 있는부분이 거슬리면서 아프긴했거든요
그 과정에 이렇게 통증이 생긴건지..
너무 걱정이 되네요 어떤이유일까요?",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=671&page=8,현정,03-13,No answer,N/A,N/A,N/A
아이의 키가 걱정 입니다.,,"저... 중학교 1학년 여자아이를 키우고 있는 엄마인데요
저희 아이의 키가 걱정이되서요
여기서는 어떻게 키를 크게 하나요?
우리 아이가 키가 얼마나 클지 알수도 있나요?
또래 보다 작아서 너무 걱정이네요 ㅡ,.ㅡ",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=666&page=8,선우엄마,12-27,"안녕하세요 온누리통증의원 입니다.
저희 병원에서는 X-ray촬영을 통하여 성장기 아이들의 예상키를 산정 하고 있습니다.
물로 예상키 이다 보니 정확한것은 아니나 여러 자료를 통하여 예상할수는 있습니다.
그리고 문의 하신 내용중 어떻게 치료를 하는지 궁금 하신듯 한데  저희 병원의 경우 환자분들의 개인별 상태에 따라
치료 방법이 달라집니다.
환자분의 체형, 근육상태, 균형상태, 영향상태등을 종합적으로 고려 하여 치료방향을 설정하고 치료를 진행하는 바
환자분을 보지 않고 뭐라고 말씀드리기 어렵습니다.
정확한 상담을 위해서는 내원 하시여 상담진행을 해보시길 권해드립니다.
내원전 예약 부탁 드립니다.
문의전화 : 051-714-1831(초진 예약 가능합니다.)",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=670&page=8,관리자,01-06
허리 디스크 치료 가능한가요?,,"허리 디스크 진단을 받은 20대 남자 입니다.
정형외과에서 허리 디스크 진단을 받고 수술을 권해 들었는데...
수술하고 싶지가 않아서요 주위에서도 수술은 하지 말라고 말리기도 하고...
근데 일은 해야 해서 어떻게 해야 하는지 판단이 안됨니다.
비수술적으로 치료를 한다고 해서 문의 드립니다.
허리 디스크 인데 수술없이 치료 가능 할까요?",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=155&page=17,준영,04-02,"안녕하세요 온누리통증의원 입니다.
우선 문의 주셔서 감사합니다.
먼저 말씀드리자면 허리 디스크 수술은 정말 급할때 어쩔수 없이 하는것이 좋습니다.
예을 들자면 엄지 발가락을 들어 올릴 힘이 없을 정도 이던가
다리에 힘이 풀려 걸을 수 없을 정도 라던가
계속적인 증상을 자주 반복적으로 발생하여 일상생활이 힘들때
정도 이면 수술을 하시는게 맞습니다.
그렇지 않은 경우 대부분 누워만 있어도 회복 할수 있는 것이 허리 디스크 입니다.
하지만 현대 사회에서 누워만 있을수는 없으므로 여러 가지 방법을 통하여 치료를 하여
빠르게 일상생활을 할수 있도록 하기 위해 존재 하는 것이 의료 기술 이겠죠
저희 병원에서는 비수술적인 치료(주사 신경치료)를 통하여 통증을 완화 시켜 일상생활이 가능 하도록 도와 드릴수 있습니다.
또한 도수 치료 및 운동치료를 처방하여 재발 방지 및 치료를 병해 할수 있습니다.
자세한 상담은 내원 하시여 원장님을 만나 볼것을 권해 드리며
혹시  MRI 또는  다른 영상 자료가 있다면 CD를 가져 오시면 진단에 도움을 드릴수 있을것으로 판단 됩니다.
내원전 예약은 필수 이며
051-714-1831 로 전화 주세요
초진 환자도 예약 가능합니다.
감사합니다.",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=156&page=17,관리자,04-02
성장프로그램 자세한 설명 부탁 드려도 될까요?,,"안녕하세요
다름이 아니라 성장프로그램이라고 있던데
자세한 설명을 부탁드리고자 글을 남김니다.
어떤 프로그램으로 어떤방식으로 성장프로그램을 진행하는지 알고싶습니다.
자세한 설명이면 좋겠으나 너무 간략한 내용이나마 설명 부탁 드립니다.
다른 병원과는 어떤 차이점이 있는지 알고 싶기도 하구요
부탁 드립니다.
참고로 저희 아이는 초등학교 5학년으로 내년에 6학년으로 가는데 또래 보다 작은것 같아 걱정이 많은 부모입니다.
자세한 설명이 있으면 병원을 선택하는데 도움될것같아 글을 남깁니다.
답변 기다리겠습니다.",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=664&page=8,철환,12-27,"안녕하세요 온누리통증의원 입니다.
우선 자녀분의 키가 걱정이라고 하시는데  ^^
자녀의 키는 유전적인 원인과 환경적인 원인 등 다양한 원인으로 인하여 키가 결정 되기에 너무 많은 걱정은 하지 않으시길 바랍니다.
예전에는 유전적인 원인이 절대적인것으로 판단하는 경우가 많았으나 요즘은 환경적인 원인(영양상태, 운동상태 등)으로도 아이의 키가 결정 되는 경우도 많이 있습니다.
저희 병원에서는 자녀분의 예상키를 우선 예측(X-ray)하여 예상 보다는 더 클수 있도록 노력하고 있습니다.
단순히 성장판을 자극하여 키를 크게 한다는 말씀을 드리는 것이 아니라 성장기 아이에 필요한 근육을 발달 시키고
키가 자랄수 있는 환경적인 조건을 만들고자 노력 하여 성장기 아이의 키 성장을 촉진 시키고자 노력 하고 있습니다.
그에 다양한 프로그램을 통하여 균형감간향상, 아이의 상태에 맞는 근육 성장 운동 등을 시행하여 키성장을 돋고 있습니다.
어떤 프로그램 있는지 구체적인 답변을 원하셨는데 이부분은 죄송합니다. 저희가 시행하고 있는 운동도수의 경우 환자분 개개인 별 맞춤 치료이다 보니
치료 프로그램이 십수가지가 됩니다.  그러다 보니 자세한 설명은 힘들듯 합니다.
개개인별 맞춤 치료로 인하여 프로그램이 달라지는바 우선 내원 하시여 자세한 설명을 들어 보시길 추천합니다.
원하시는 충분한 답변이 아닌듯 하여 죄송합니다.
내원전 예약 부탁드립니다.
문의전화 : 051-714-1831(초진 예약 가능합니다.)",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=668&page=8,관리자,01-06
일자목 치료 가능한가요?,,"혹시 일자목 치료 가능한가요?
치료 가능하다면 어떤 치료를 하시는 궁금합니다.
치료 비용도 알수 있으면 좋을듯 한데 가능할까요?",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=663&page=8,상민,12-27,"안녕하세요 온누리통증의원 입니다.
우선 결론 부터 말씀드리면 현재 일자목으로 변형된 목을 정상 적인 목 모양으로 다시 회복하기 위해서는
엄청난 노력이 필요합니다. 물론 의학적인 도움도 필요로 하나 변형된 목 모양을 원상 회복하기 위해선 환자 본인의 엄청난 노력
생활습관 방식 일하는 형태 걸음 걸이 등 모든것을 바꿔야만 가능하다고 말씀 드릴수 있습니다.
일자목으로 변형이 되었다는 것은 일시적 또는 갑자기 그렇게 변형 된것은 아님니다.
오랜시간 잘못된 습관, 자세 등의 영향으로 변형된것으로 이를 단시일에 원상복구 한다는 것은 말이 되지 않는것 입니다.
그러므로 일자목을 다시 정상적인 목의 형태로 되돌리기 위해서는 엄청남 노력과 시간, 비용을 필요로 한다는 것을 인지하시기 바라며.
저희 병원에서는 일자목으로 인해 발생하는 통증 줄여 주는 치료를 진행할수 있음을 알려 드립니다.
우선 발생하는 통증을 주사 치료 또는 물리치료를 통하여 통증 강도를 낮추는 치료를 우선 진행 하며 이후 환자분의 의향에 따라
추가 치료를 진행하게 됩니다.
여기서 말한 추가 치료는 운동도수치료로 일자목으로 인하여 발생할수 있는 통증을 비연에 방지자고 자세교정 및 필요한 근육강화 운동을 통하여
일자목의 개선을 목표로 진행하게 되는 치료를 말합니다.
말씀하신 비용의 경우 어떤 치료를 어떻게 할지는 환자분의 상태 및 증상에 따라 달라지므로 정확히 측정하여 말씀드리기는 어려울듯 합니다.
충분한 답변이 되었기를 바랍니다.
내원시 예약 부탁드립니다.
문의전화 : 051-714-1831(초진 예약 가능합니다.)",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=667&page=8,관리자,01-06
날개 쭉지가 아파요 ㅠ.ㅠ,,"안녕하세요
최근들어 흔히들 말하는 날개쭉지 부위가 아프서 문의 드립니다.
친구들이 날개 나는거 아니냐고 놀리는데  ㅡ,.ㅡ
전 아파서 힘들어요
못 움직은 정도는 아는데 계속 신경이 쓰이고 아프고 잠도 못자겠고 좀 도와주세요
왜 이런건지 모르겠어요
아픈 곳을 마사지도 해보고 안마의자에도 앉아보고 했는데 영~~~~ 나아지지 않아요
치료 가능하겠죠  ^^",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=657&page=8,아픈사람,12-24,"안녕하세요 온누리통증의원 입니다.
문의주신 내용일 살펴 보니 많이 힘드신듯 한데 빠른 쾌유를 바랍니다.
우선 결론부터 말씀 드리면 현재 아픈 부위는 목때문에 아픈 것으로 판단됩니다.
목????  의외 일수 있겠습니다만
현재 불편함을 느끼는 부위에 대부분의 경우 목근육의 피로도가 너무 심하여 나타나는 증상으로 판단됩니다.
쉽게말해서 목근육는  머리를 바치고 움직이게 하기 위해 존재하는데 이 근육들이 버티다 버티다 도저히 힘이 딸려서 승모근 또는
날개 쭉지 근육들을 끌어다 쓴다는 표현을 하게 됩니다.
그러다 보니 날개 쭉지 근육은 자신의 일이 아닌일을 하게 되고 그러다 보니 그쪽 근육 또한 피로도와 스트레스가 싸여 아프다고 아성 치는 것이이라고
생각하시면 됩니다.  ^^
쉽게 이해 하셨나요?
목 근육의 경우 우리 몸 중 중요기관인 머리를 움직이고 바쳐하 하므로 왠만해서는 아프다고 아우성을 치지 않습니다.
그래서 목근육이 피곤할 경우 다른 근육을 끌어다 쓰는데 그 대표적인 근육이 승모근 근육과 날깨쭉지 근유 그리고 어께근육 등을 사용하게 되고
이렇게 끌어다 사용하게 되면 사용한 근육들은 많은 스트레스를 받게 됩니다.
그로 인해 근육의 통증을 유발하게 됩니다.
치료 방법은 통증을 유발하는 곳을 치료하는 것과 동시에 목 치료도 함께 하셔야 좀더 수월하게 통증조절이 가능할것으로 판단 됩니다.
충분한 답변이 되었기를 바랍니다.
혹시 내원을 원하신다면
내원전 예약 부탁 드립니다.
051-714-1831(초진 예약가능합니다.)",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=661&page=9,관리자,12-27
손목 통증 치료 가능한가요?,,"안녕하세요
손목통증으로 치료를 받고 싶은데 가능한요
손목이 아파서 일을 못할정도 인데 금방 치료가 가능할까요?
일때문에 빨리 치료를 받고 싶은데....",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=656&page=9,민서,12-24,"안녕하세요 온누리통증의원 입니다.
손목통증으로 고생을 하고 계신듯 한데 빨리 완쾌되시기리 기원 합니다.
문의주신 내용에 답변을 드리자면 ^^
손목통증의 경우 주사 한방으로 치료가 가능하다..  글쎄요
주사 한방으로 금방 괜찮은듯 느껴 지는 경우는 대부분 스테로이드 주사를 사용하면 될듯 합니다 만
저희 병원에서는 스테로이는 사용하지 않아서 한방에 금방 치료가 가능하다고는 장담을 드릴수는 없습니다. 하지만
문의주신 분의 손목통증의 근본적인 원인을 찾아 해결하기 노력 할수는 있을듯 합니다.
대부분의 경우 이벤트적인 것으로 인한 통증이 아니라면 원인을 찾아 해결하지 않는다면 다시 재발하는 경우가 많아
이렇게 길게 답변을 드립니다.
아주 빠른 통증해소를 원하신다면 최선을 다해 치료를 해드릴수 있을듯 하나 좀더 근본적인 치료를 해보시는건 어떤지 권해드리며
이만 줄이겠습니다.
내원전 예약 부탁 드립니다.
051-714-1831(초진 예약 가능합니다.)",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=660&page=9,관리자,12-27
허리치료 어떻게 하나요?,,"여기 병원은 어떻게 허리치료를 하나요
허리가 아파서 다른 병원에서 몇번 치료를 받아 봤는데 그때 뿐이라....
어떤치료를 어떻게 하는지 궁금합니다.
혹시 비용도 알수 있을까요?",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=655&page=9,선아,12-24,"안녕하세요 온누리통증의원 입니다.
우선 허리통증으로 고생하고 계신듯 한데 빠른 쾌유를 바랍니다.
저희 병원에서의 허리 통증 치료는 여러가지가 있으나 대표적인것은 허리근육을 이완 시켜 주는 치료를 시행하게 됩니다.
대표적인 것이 주사치료를 통하여 근육의 피로도을 낮춰주고 물리치료를 통하여 허리 통증을 완화 시키는 치료와
체외 충격파를 이용하여 허리 근육을 이완시켜 주는 치료 + 물리치료 필요에 따라서는 도수치료를 병행 하기도 합니다.
그 이외 운동도수치료를 시행하여 장기적인 허리통증을 해소 시키는 등의 여러방법을 통하여 허리통증 치료를 시행하고 있습니다.
그외 허리 신경통으로 인한 다리저림 등의 증상을 해소시킬수 있는 시술을 통하여 허리통증 및 신경통 증상등을 치료 하고 있습니다.
결론적으로 말씀드리면 주사치료, 체외충격파, 물리치료, 도수치료, 운동도수치료, 등의 다양한 방법으로 허리치료가 가능합니다.
우선 내원 하시여 원장님과 상담을 진행한 후 치료 방향을 정하시는것을 추천해 드립니다.
충분한 답변이 되었기를 바랍니다.
내원전 예약 부탁드립니다.
051-714-1831(초진 예약 가능 합니다.)",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=659&page=9,관리자,12-27
성장프로그램이 있던데 어떻게 하는건요,,"안녕하세요 중학교 1학년 여자아이를 키우고 있는 엄마 인데요
아이가 또래 보다 키가 작은거 같아 걱정입니다.
여기 보니 성장클리닉? 이라고 있어서 문의글을 남기는데요
여기서는 아이들의 성장 프로그램을 어떻게 진행하고 있는거죠
엄마가 작아서 아이키도 많이 걱정되고 그러네요
비용도 혹시 알수 있을까요?",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=276&page=9,이영숙,09-30,"안녕하세요 온누리통증의원 입니다.
성장클리닉의 경우 따로 주사나 약물 치료가 아닌 여라가지 운동 및 도수치료를 진행하여
성장판을 자극하여 성장을 촉진시키는 치료를 진행하고 있으며
환자분들의 체형 및 운동발달 상태등을 종합적으로 검사사여 그에 맞는 치료를 진행하게 됩니다.
그러므로 어떤 치료를 어떻게 할지는 환자분들마다 다르므로 특정 지어 설명드리기는 어려우며
정확한 자녀분의 상태를 점검하기 위해서는 병원에 내원하시여 정확한 검진 및 상담을 진행해 볼것을 권해 드립니다.
내원 전 예약은 필수 입니다.
초진 예약가능 합니다.
(051-714-1831)",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=278&page=9,관리자,10-21
청소년 측만증 문의,,"안녕하세요
중학생 여자아이 엄마 입니다.
다름이 아니라 아이가 다른 병원에서 측만증 이라는 말을 들었는데 측만증이란걸 찾아보니 척추가 휘어진걸 말하더군요
치료 하는 병원은 많이 있던데 꼭 치료를 해야 하는건가요
치료를 한다면 여기 병원에서는 어떻게 치료를 하는건가요?
혹시 비용도 알수 있을까요?",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=275&page=9,희진,09-30,"안녕하세요 온누리통증의원 입니다.
자녀분이 측만증 진단을 받으시고 걱정이 많으시겠습니다.
성장기 측만증의 경우 현재 나타나는 증상은 거의 없을 수도 있습니다.
측만증에 의한 여러가지 나타날수 있는 증상으로는 외형적인 변형 또는 여러 발달 불균형 등을 초래 할수 있습니다.
당장 나타는 증상을 없을지라도 차후 여라 문제점들을 나타 낼수도 있는봐 치료를 진행해 볼것을 권해드립니다.
측만증의 경우 치료 시기가 가장 중요하므로 치료를 권장합니다.
비용의 경우 도수운동치료를 진행하여 15만원 정도 생각하시면 됩니다 만 정확한 금액과 치료 방법은 내원하시여
원장님과 상담을 진행해 볼것을 권해드립니다.
내원전 예약은 필수 입니다.
초진 예약 가능(051-714-1831)",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=277&page=9,관리자,10-21
손목치료 방법이 궁금해요,,"안녕하세요
손목치료 방법이 궁금한데요 여기 병원에서는 어떤 치료를 하시나요?
다른 병원에서 치료를 받아 봤는데 그때 뿐이고 다시 아프고... 계속 적으로 반복이 되고 있어요
손목이 아프니 일하는데도 지장이 많고 불편한 점이 한두가지가 아니네요
이 병원에서 하는 치료 방법과 다시 아프지 않기 위해서 뭘 해야 하는지 알고 싶어요",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=270&page=9,김은서,09-19,"안녕하세요 온누리통증의원 입니다.
손목 통증으로 많은 고생을 하고 계신것으로 보이네요 ^^
우선 저희 병원에서는 손목이 자주 아픈 원인을 찾아 치료를 진행합니다.
보통 손목이 아프다는 이유로 손목만을 치료 하게 되는 환자분 처럼 손목이 반복적으로 통증을 유발 하는 경우가 많이 있습니다.
이때는 손목이 아픈 근본적인 원인을 찾아 함께 치료를 진행 하여야 반복적인 손목통증 없이 생활하실수 있을 것으로 생각됩니다.
우선 손목 통증이 반복적으로 지속 된다면 목, 어깨 쪽의 문제도 함께 고민해 봐야 할것입니다.
우선 손목 통증의 경우 치료 방법은 주사치료, 체외충격파, 도수치료, 물리치료 등으로 치료를 진행하며 환자분의 상태에 따라 치료 방법은 달라지게 됩니다.
앞서 말씀 드린대로 손목통증이 반복 된다면 목, 어깨 치료도 함께 진행 될수 있습니다.
정확한 치료 방법은 환자분의 상태에 따라 원장님께서 결정 하시는 봐 내원 하시여 원장님과 상담을 진행해 볼것을 권해 드립니다.
내원전 예약 꼭 부탁 드립니다.
예약전화 : 051-714-1831
(초진 예약 가능 합니다.)",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=274&page=9,관리자,09-26
발목치료 문의,,"발목을 자주 다치는 20대 여자 입니다.
왜 이렇게 발목을 자주 다치는지....
다른 사람에 비해 자주 발목을 다쳐서 고민인데요 혹시 이런 것도 치료 가능 할까요
현재는 아프지는 않지만 또 언제 발목을 다칠지 항상 불안 합니다.
발목을 자주 다치는 원인을 좀 알려 주세요
이런것도 치료 가능 한지도요 ^^",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=269&page=9,민서,09-19,"안녕하세요 온누리통증의원 입니다.
평소에 발목을 자주 접지르신단 말씀이신거죠 ^^
음~~~ 발목이 자주 다시시는 경우 여러 가지 원인이 있을수 있는데
우선 몸 발란스가 무너진 경우?  즉 우리몸의 좌우 발란스가 맞지 않아 한쪽으로 과도하게 체중이 실리게 되면 발목을 다치실수도 있고
다리 근육의 불균형에 의해서도 다치실수도 있고.....
감각의 이상으로도 일어 날수 있고
너무 다양한 원인으로 인하여 발목을 자주 다치시는 경우가 많이 있습니다.
이러한 경우 정확한 검사를 통하여 원인을 찾은 다음 치료를 진행하여야 하는데 솔직히 원인을 찾기는 쉽지 않습니다.
일단 원인을 찾게 된다면 지금처럼 발목을 자주 다치시는 경우는 많이 줄어 들것입니다.
물론 치료는 가능 하며 원인을 찾을수 있도록 도와 드리겠습니다. ^^
우선 내원 하시여 원장님과 상담을 진행해 보세요
내원시 예약은 필수 입니다.
예약문의 : 051-714-1831
(초진 예약 가능합니다.)",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=273&page=9,관리자,09-26
